unique_id,1,2,3
carbon utilization_GH156_Glycoside Hydrolases,0.041666667,0.4375,10
carbon utilization_GH159_Glycoside Hydrolases,0.041666667,0.09375,0
carbon utilization_GH160_Glycoside Hydrolases,0,0,0
carbon utilization_GH161_Glycoside Hydrolases,0,0,0
carbon utilization_GH162_Glycoside Hydrolases,0,0,0
carbon utilization_GH163_Glycoside Hydrolases,0.166666667,0.6875,12.69230769
carbon utilization_GH164_Glycoside Hydrolases,0,0,0
carbon utilization_GH21_Glycoside Hydrolases,0,0,0
carbon utilization_GH22_Glycoside Hydrolases,0,0,0
carbon utilization_GH24_Glycoside Hydrolases,0.041666667,0.25,0.230769231
carbon utilization_GH25_Glycoside Hydrolases,0.25,0.375,0.307692308
carbon utilization_GH32_Glycoside Hydrolases,0.416666667,1.75,3.230769231
carbon utilization_GH33_Glycoside Hydrolases,2.875,6.9375,41.69230769
carbon utilization_GH34_Glycoside Hydrolases,0,0,0
carbon utilization_GH37_Glycoside Hydrolases,0.041666667,0.03125,0
carbon utilization_GH40_Glycoside Hydrolases,0,0,0
carbon utilization_GH41_Glycoside Hydrolases,0,0,0
carbon utilization_GH46_Glycoside Hydrolases,0,0,0
carbon utilization_GH50_Glycoside Hydrolases,0.166666667,0.84375,0.153846154
carbon utilization_GH58_Glycoside Hydrolases,0,0,0
carbon utilization_GH60_Glycoside Hydrolases,0,0,0
carbon utilization_GH61_Glycoside Hydrolases,0,0,0
carbon utilization_GH65_Glycoside Hydrolases,0.75,0.71875,0.384615385
carbon utilization_GH66_Glycoside Hydrolases,0,0,0
carbon utilization_GH68_Glycoside Hydrolases,0,0,0.076923077
carbon utilization_GH69_Glycoside Hydrolases,0,0,0
carbon utilization_GH70_Glycoside Hydrolases,0,0,0
carbon utilization_GH71_Glycoside Hydrolases,0,0,0
carbon utilization_GH72_Glycoside Hydrolases,0,0,0
carbon utilization_GH75_Glycoside Hydrolases,0.041666667,0.15625,0
carbon utilization_GH77_Glycoside Hydrolases,0.458333333,1.71875,0.384615385
carbon utilization_GH80_Glycoside Hydrolases,0,0,0
carbon utilization_GH83_Glycoside Hydrolases,0,0,0
carbon utilization_GH85_Glycoside Hydrolases,0.041666667,0,0.153846154
carbon utilization_GH87_Glycoside Hydrolases,0,0,0
carbon utilization_GH89_Glycoside Hydrolases,0,0,0
carbon utilization_GH90_Glycoside Hydrolases,0,0,0
carbon utilization_GH91_Glycoside Hydrolases,0,0,0
carbon utilization_GH96_Glycoside Hydrolases,0,0,0
carbon utilization_GT0_GlycosylTransferases,0,0,0
carbon utilization_GT1_GlycosylTransferases,0.291666667,0.25,1.846153846
carbon utilization_GT10_GlycosylTransferases,0,0.03125,0.076923077
carbon utilization_GT100_GlycosylTransferases,0,0,0
carbon utilization_GT101_GlycosylTransferases,0,0,0
carbon utilization_GT102_GlycosylTransferases,0,0.03125,0
carbon utilization_GT103_GlycosylTransferases,0,0,0
carbon utilization_GT104_GlycosylTransferases,0,0.03125,0
carbon utilization_GT105_GlycosylTransferases,0.166666667,0.15625,8.692307692
carbon utilization_GT106_GlycosylTransferases,0,0,0
carbon utilization_GT107_GlycosylTransferases,0.375,0.3125,0
carbon utilization_GT11_GlycosylTransferases,0.166666667,0.125,0
carbon utilization_GT12_GlycosylTransferases,0,0,0
carbon utilization_GT13_GlycosylTransferases,0,0,0
carbon utilization_GT14_GlycosylTransferases,0.208333333,0.25,0
carbon utilization_GT15_GlycosylTransferases,0,0,0
carbon utilization_GT16_GlycosylTransferases,0,0,0
carbon utilization_GT17_GlycosylTransferases,0,0.03125,0
carbon utilization_GT18_GlycosylTransferases,0,0,0
carbon utilization_GT19_GlycosylTransferases,5.5,10.21875,9.538461538
carbon utilization_GT2_GlycosylTransferases,0,0,0
carbon utilization_GT20_GlycosylTransferases,0.5,0.96875,2.153846154
carbon utilization_GT21_GlycosylTransferases,0.625,0.28125,0.538461538
carbon utilization_GT22_GlycosylTransferases,0.416666667,0.25,0
carbon utilization_GT23_GlycosylTransferases,0,0,0
carbon utilization_GT24_GlycosylTransferases,0,0,0
carbon utilization_GT25_GlycosylTransferases,0.333333333,0.40625,0.230769231
carbon utilization_GT26_GlycosylTransferases,0.333333333,1.875,1.307692308
carbon utilization_GT27_GlycosylTransferases,2.708333333,4.78125,6.615384615
carbon utilization_GT28_GlycosylTransferases,6.125,9.625,12.84615385
carbon utilization_GT29_GlycosylTransferases,0,0,0
carbon utilization_GT3_GlycosylTransferases,0,0,0
carbon utilization_GT30_GlycosylTransferases,6.291666667,9.34375,9.923076923
carbon utilization_GT31_GlycosylTransferases,0,0,0
carbon utilization_GT32_GlycosylTransferases,0.125,0.15625,0
carbon utilization_GT33_GlycosylTransferases,0,0,0
carbon utilization_GT34_GlycosylTransferases,0,0.03125,0
carbon utilization_GT35_GlycosylTransferases,0.75,1.90625,2.384615385
carbon utilization_GT36_GlycosylTransferases,0,0,0
carbon utilization_GT37_GlycosylTransferases,0,0,0
carbon utilization_GT38_GlycosylTransferases,0,0,0
carbon utilization_GT39_GlycosylTransferases,0.25,0.5625,2.692307692
carbon utilization_GT4_GlycosylTransferases,24.5,32.34375,81.46153846
carbon utilization_GT40_GlycosylTransferases,0,0,0
carbon utilization_GT41_GlycosylTransferases,0.458333333,0.90625,1.076923077
carbon utilization_GT42_GlycosylTransferases,0,0,0
carbon utilization_GT43_GlycosylTransferases,0,0,0
carbon utilization_GT44_GlycosylTransferases,0,0,0
carbon utilization_GT45_GlycosylTransferases,0.041666667,0.03125,0
carbon utilization_GT46_GlycosylTransferases,0,0,0
carbon utilization_GT47_GlycosylTransferases,0,0,0
carbon utilization_GT48_GlycosylTransferases,0,0,0
carbon utilization_GT49_GlycosylTransferases,0,0,0
carbon utilization_GT5_GlycosylTransferases,10.875,14.125,30.53846154
carbon utilization_GT50_GlycosylTransferases,0,0,0
carbon utilization_GT51_GlycosylTransferases,8.625,13.96875,14.38461538
carbon utilization_GT52_GlycosylTransferases,0,0,0
carbon utilization_GT53_GlycosylTransferases,0,0,0
carbon utilization_GT54_GlycosylTransferases,0,0,0
carbon utilization_GT55_GlycosylTransferases,0,0,0
carbon utilization_GT56_GlycosylTransferases,0,0,0
carbon utilization_GT57_GlycosylTransferases,0,0,0
carbon utilization_GT58_GlycosylTransferases,0,0,0
carbon utilization_GT59_GlycosylTransferases,0,0,0
carbon utilization_GT6_GlycosylTransferases,0,0,0
carbon utilization_GT60_GlycosylTransferases,0.208333333,0.25,0
carbon utilization_GT61_GlycosylTransferases,0,0.15625,0.846153846
carbon utilization_GT62_GlycosylTransferases,0,0,0
carbon utilization_GT63_GlycosylTransferases,0,0,0
carbon utilization_GT64_GlycosylTransferases,0,0,0
carbon utilization_GT65_GlycosylTransferases,0,0,0
carbon utilization_GT66_GlycosylTransferases,1.541666667,1.40625,2.076923077
carbon utilization_GT67_GlycosylTransferases,0,0,0
carbon utilization_GT68_GlycosylTransferases,0,0,0
carbon utilization_GT69_GlycosylTransferases,0,0.0625,0
carbon utilization_GT7_GlycosylTransferases,0.041666667,0.0625,0
carbon utilization_GT70_GlycosylTransferases,0,0.03125,0
carbon utilization_GT71_GlycosylTransferases,0,0,0
carbon utilization_GT72_GlycosylTransferases,0,0,0
carbon utilization_GT73_GlycosylTransferases,0,0,0
carbon utilization_GT74_GlycosylTransferases,0,0,0
carbon utilization_GT75_GlycosylTransferases,0,0.03125,0
carbon utilization_GT76_GlycosylTransferases,0.208333333,0,1.461538462
carbon utilization_GT77_GlycosylTransferases,0,0,0
carbon utilization_GT78_GlycosylTransferases,0,0,0
carbon utilization_GT79_GlycosylTransferases,0,0,0
carbon utilization_GT8_GlycosylTransferases,0.083333333,0.03125,0
carbon utilization_GT80_GlycosylTransferases,0,0,0
carbon utilization_GT81_GlycosylTransferases,3.875,3.59375,12.30769231
carbon utilization_GT82_GlycosylTransferases,0,0,0
carbon utilization_GT83_GlycosylTransferases,1.833333333,4.375,14
carbon utilization_GT84_GlycosylTransferases,0,0,0
carbon utilization_GT85_GlycosylTransferases,0,0,0
carbon utilization_GT86_GlycosylTransferases,0,0,0
carbon utilization_GT87_GlycosylTransferases,0.125,0.03125,0.153846154
carbon utilization_GT88_GlycosylTransferases,0,0,0
carbon utilization_GT89_GlycosylTransferases,0.166666667,0.25,0.538461538
carbon utilization_GT9_GlycosylTransferases,5.291666667,6.84375,18.46153846
carbon utilization_GT90_GlycosylTransferases,0.041666667,0.125,0
carbon utilization_GT91_GlycosylTransferases,0,0,0
carbon utilization_GT92_GlycosylTransferases,0,0,0
carbon utilization_GT93_GlycosylTransferases,0,0,0
carbon utilization_GT94_GlycosylTransferases,0.625,0.59375,0.461538462
carbon utilization_GT95_GlycosylTransferases,0,0,0
carbon utilization_GT96_GlycosylTransferases,0,0,0
carbon utilization_GT97_GlycosylTransferases,0,0,0
carbon utilization_GT98_GlycosylTransferases,0,0,0
carbon utilization_GT99_GlycosylTransferases,0,0,0
carbon utilization_PL0_Polysaccharide Lyases,0,0,0
carbon utilization_PL14_Polysaccharide Lyases,0,0.09375,0
carbon utilization_PL16_Polysaccharide Lyases,0,0,0
carbon utilization_PL17_Polysaccharide Lyases,0.125,0,0
carbon utilization_PL18_Polysaccharide Lyases,0,0,0
carbon utilization_PL19_Polysaccharide Lyases,0,0,0
carbon utilization_PL20_Polysaccharide Lyases,0,0,0
carbon utilization_PL31_Polysaccharide Lyases,0.041666667,0.0625,0
carbon utilization_PL32_Polysaccharide Lyases,0,0,0
carbon utilization_PL34_Polysaccharide Lyases,0,0,0
carbon utilization_PL35_Polysaccharide Lyases,0,0.28125,0
carbon utilization_PL36_Polysaccharide Lyases,0,0.09375,0
carbon utilization_PL5_Polysaccharide Lyases,0,0,0
carbon utilization_PL7_Polysaccharide Lyases,0,0.0625,0.076923077
"carbon utilization_K00024_Citrate cycle (TCA cycle, Krebs cycle)",5.5,7.34375,11.23076923
"carbon utilization_K00025_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00026_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00030_Citrate cycle (TCA cycle, Krebs cycle)",0.166666667,0.34375,1
"carbon utilization_K00031_Citrate cycle (TCA cycle, Krebs cycle)",5.333333333,5.96875,8.538461538
"carbon utilization_K00116_Citrate cycle (TCA cycle, Krebs cycle)",0.208333333,1.375,0.384615385
"carbon utilization_K00164_Citrate cycle (TCA cycle, Krebs cycle)",2.833333333,4.71875,3.230769231
"carbon utilization_K00174_Citrate cycle (TCA cycle, Krebs cycle)",4.541666667,3.78125,17.30769231
"carbon utilization_K00175_Citrate cycle (TCA cycle, Krebs cycle)",4,3.5,16.76923077
"carbon utilization_K00176_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00177_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00234_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00235_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00236_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00237_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00239_Citrate cycle (TCA cycle, Krebs cycle)",6.291666667,8,13.38461538
"carbon utilization_K00240_Citrate cycle (TCA cycle, Krebs cycle)",8.416666667,10.15625,17
"carbon utilization_K00241_Citrate cycle (TCA cycle, Krebs cycle)",5.625,7.6875,6.461538462
"carbon utilization_K00242_Citrate cycle (TCA cycle, Krebs cycle)",1.791666667,1.5,1.384615385
"carbon utilization_K00244_Citrate cycle (TCA cycle, Krebs cycle)",0.125,0.125,0.461538462
"carbon utilization_K00245_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0.076923077
"carbon utilization_K00246_Citrate cycle (TCA cycle, Krebs cycle)",0,0.125,0.076923077
"carbon utilization_K00247_Citrate cycle (TCA cycle, Krebs cycle)",0,0.09375,0.153846154
"carbon utilization_K00382_Citrate cycle (TCA cycle, Krebs cycle)",10.29166667,13.78125,18.84615385
"carbon utilization_K00658_Citrate cycle (TCA cycle, Krebs cycle)",4.75,7.40625,3.692307692
"carbon utilization_K01647_Citrate cycle (TCA cycle, Krebs cycle)",5.666666667,7.71875,13.07692308
"carbon utilization_K01676_Citrate cycle (TCA cycle, Krebs cycle)",2.041666667,2.25,7.076923077
"carbon utilization_K01677_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K01678_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K01679_Citrate cycle (TCA cycle, Krebs cycle)",4.5,6.78125,6.769230769
"carbon utilization_K01681_Citrate cycle (TCA cycle, Krebs cycle)",2.958333333,2.71875,8.230769231
"carbon utilization_K01682_Citrate cycle (TCA cycle, Krebs cycle)",2.583333333,6.65625,1.769230769
"carbon utilization_K01899_Citrate cycle (TCA cycle, Krebs cycle)",0,0.09375,0
"carbon utilization_K01900_Citrate cycle (TCA cycle, Krebs cycle)",0.125,0.5625,0.769230769
"carbon utilization_K01902_Citrate cycle (TCA cycle, Krebs cycle)",7.416666667,9.75,17.15384615
"carbon utilization_K01903_Citrate cycle (TCA cycle, Krebs cycle)",6.333333333,8.40625,14
"carbon utilization_K05942_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K18118_Citrate cycle (TCA cycle, Krebs cycle)",0.041666667,0,0.076923077
"carbon utilization_K18859_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K18860_Citrate cycle (TCA cycle, Krebs cycle)",0,0,0
"carbon utilization_K00030_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",0.166666667,0.34375,1
"carbon utilization_K00031_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",5.333333333,5.96875,8.538461538
"carbon utilization_K01647_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",5.666666667,7.71875,13.07692308
"carbon utilization_K01681_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",2.958333333,2.71875,8.230769231
"carbon utilization_K01682_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",2.583333333,6.65625,1.769230769
"carbon utilization_K05942_Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",0,0,0
"carbon utilization_K00024_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",5.5,7.34375,11.23076923
"carbon utilization_K00025_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00026_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00116_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0.208333333,1.375,0.384615385
"carbon utilization_K00164_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",2.833333333,4.71875,3.230769231
"carbon utilization_K00174_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",4.541666667,3.78125,17.30769231
"carbon utilization_K00175_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",4,3.5,16.76923077
"carbon utilization_K00176_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00177_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00234_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00235_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00236_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00237_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00239_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",6.291666667,8,13.38461538
"carbon utilization_K00240_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",8.416666667,10.15625,17
"carbon utilization_K00241_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",5.625,7.6875,6.461538462
"carbon utilization_K00242_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",1.791666667,1.5,1.384615385
"carbon utilization_K00244_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0.125,0.125,0.461538462
"carbon utilization_K00245_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0.076923077
"carbon utilization_K00246_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0.125,0.076923077
"carbon utilization_K00247_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0.09375,0.153846154
"carbon utilization_K00382_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",10.29166667,13.78125,18.84615385
"carbon utilization_K00658_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",4.75,7.40625,3.692307692
"carbon utilization_K01676_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",2.041666667,2.25,7.076923077
"carbon utilization_K01677_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K01678_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K01679_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",4.5,6.78125,6.769230769
"carbon utilization_K01899_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0.09375,0
"carbon utilization_K01900_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0.125,0.5625,0.769230769
"carbon utilization_K01902_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",7.416666667,9.75,17.15384615
"carbon utilization_K01903_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",6.333333333,8.40625,14
"carbon utilization_K18118_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0.041666667,0,0.076923077
"carbon utilization_K18859_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K18860_Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate",0,0,0
"carbon utilization_K00024_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",5.5,7.34375,11.23076923
"carbon utilization_K00169_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0.041666667,0,1.307692308
"carbon utilization_K00170_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,1.153846154
"carbon utilization_K00171_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
"carbon utilization_K00172_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0.923076923
"carbon utilization_K00174_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",4.541666667,3.78125,17.30769231
"carbon utilization_K00175_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",4,3.5,16.76923077
"carbon utilization_K00176_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
"carbon utilization_K00177_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
"carbon utilization_K01677_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
"carbon utilization_K01678_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
"carbon utilization_K01902_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",7.416666667,9.75,17.15384615
"carbon utilization_K01903_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",6.333333333,8.40625,14
"carbon utilization_K01959_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0.0625,0
"carbon utilization_K01960_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0.0625,0
"carbon utilization_K18209_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
"carbon utilization_K18210_Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",0,0,0
carbon utilization_K00027_TCA /Reductive TCA,0.666666667,0.3125,5.769230769
"carbon utilization_K00041_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",0,0.1875,0
"carbon utilization_K00874_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",1.208333333,2.09375,3.538461538
"carbon utilization_K01625_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",3,3.84375,4.615384615
"carbon utilization_K01685_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",1.041666667,2.34375,4.461538462
"carbon utilization_K01812_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",1,2.0625,2.230769231
"carbon utilization_K16849_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",0,0.03125,0
"carbon utilization_K16850_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",0,0.125,0
"carbon utilization_K17463_D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",0,0,0
"carbon utilization_K00134_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",5.5,8.03125,12.07692308
"carbon utilization_K00883_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",1.291666667,2.21875,1.230769231
"carbon utilization_K00927_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",8.25,11.15625,17.46153846
"carbon utilization_K01631_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",1.083333333,1.8125,1.153846154
"carbon utilization_K01684_D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",2.291666667,2.78125,20.46153846
"carbon utilization_K00036_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",3.375,4.5,1.692307692
"carbon utilization_K01057_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",3.125,3.3125,2.538461538
"carbon utilization_K01625_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",3,3.84375,4.615384615
"carbon utilization_K01690_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",2.541666667,2.28125,0.307692308
"carbon utilization_K07404_Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",0.583333333,3.34375,8.692307692
"carbon utilization_K00849_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",1.708333333,2.125,2.076923077
"carbon utilization_K00965_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",2,1.4375,1.461538462
"carbon utilization_K01784_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",3.25,4.53125,9
"carbon utilization_K01785_Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",3.666666667,5.96875,5.769230769
"carbon utilization_K00134_Gluconeogenesis, oxaloacetate => fructose-6P",5.5,8.03125,12.07692308
"carbon utilization_K00150_Gluconeogenesis, oxaloacetate => fructose-6P",1.666666667,1.40625,2.230769231
"carbon utilization_K00927_Gluconeogenesis, oxaloacetate => fructose-6P",8.25,11.15625,17.46153846
"carbon utilization_K01086_Gluconeogenesis, oxaloacetate => fructose-6P",0,0,0
"carbon utilization_K01596_Gluconeogenesis, oxaloacetate => fructose-6P",0.958333333,0.59375,4.692307692
"carbon utilization_K01610_Gluconeogenesis, oxaloacetate => fructose-6P",7.166666667,7.8125,9.384615385
"carbon utilization_K01622_Gluconeogenesis, oxaloacetate => fructose-6P",0.541666667,0.09375,0.307692308
"carbon utilization_K01623_Gluconeogenesis, oxaloacetate => fructose-6P",3.791666667,5.03125,7.692307692
"carbon utilization_K01624_Gluconeogenesis, oxaloacetate => fructose-6P",4,7.84375,7.153846154
"carbon utilization_K01689_Gluconeogenesis, oxaloacetate => fructose-6P",8.208333333,11.09375,18.23076923
"carbon utilization_K01803_Gluconeogenesis, oxaloacetate => fructose-6P",7.583333333,9.65625,15.53846154
"carbon utilization_K01834_Gluconeogenesis, oxaloacetate => fructose-6P",2.958333333,2.96875,9.230769231
"carbon utilization_K02446_Gluconeogenesis, oxaloacetate => fructose-6P",0.625,0.125,3.307692308
"carbon utilization_K03841_Gluconeogenesis, oxaloacetate => fructose-6P",0.958333333,1.8125,1.615384615
"carbon utilization_K04041_Gluconeogenesis, oxaloacetate => fructose-6P",0,0,0
"carbon utilization_K11532_Gluconeogenesis, oxaloacetate => fructose-6P",1.083333333,1.46875,0.153846154
"carbon utilization_K11645_Gluconeogenesis, oxaloacetate => fructose-6P",0.708333333,0.40625,3.461538462
"carbon utilization_K15633_Gluconeogenesis, oxaloacetate => fructose-6P",5.041666667,8.5625,5.846153846
"carbon utilization_K15634_Gluconeogenesis, oxaloacetate => fructose-6P",0,0.125,1.230769231
"carbon utilization_K15635_Gluconeogenesis, oxaloacetate => fructose-6P",0.916666667,0.5,8
"carbon utilization_K00134_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",5.5,8.03125,12.07692308
"carbon utilization_K00150_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",1.666666667,1.40625,2.230769231
"carbon utilization_K00844_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K00845_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",2.5,3.59375,0.846153846
"carbon utilization_K00850_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0.833333333,1.25,0.538461538
"carbon utilization_K00873_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",6.375,10.59375,13.07692308
"carbon utilization_K00886_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0.416666667,0.5,0
"carbon utilization_K00918_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K00927_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",8.25,11.15625,17.46153846
"carbon utilization_K01623_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",3.791666667,5.03125,7.692307692
"carbon utilization_K01624_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",4,7.84375,7.153846154
"carbon utilization_K01689_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",8.208333333,11.09375,18.23076923
"carbon utilization_K01803_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",7.583333333,9.65625,15.53846154
"carbon utilization_K01810_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",4.583333333,7.6875,6.307692308
"carbon utilization_K01834_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",2.958333333,2.96875,9.230769231
"carbon utilization_K06859_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0.125,0.0625,0
"carbon utilization_K08074_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K11389_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K11645_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0.708333333,0.40625,3.461538462
"carbon utilization_K12406_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K12407_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K13810_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",0,0,0
"carbon utilization_K15633_Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",5.041666667,8.5625,5.846153846
