Bin_ID,Sample,Watermass,Date,Bin_Size(Mbp),16S,ORF_count,Completeness,Contamination,Strain_Heterogeneity,percent_Community,dRep_85_95,Classification
3_bin.12,3,Deep,3/06/14,1.406642,NODE_16_length_67293_cov_33.865211,1458,87.1,0.66,0,4.321484988,108_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__
3_bin.14,3,Deep,3/06/14,1.785581,x,1868,56.09,0,0,2.102935431,209_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__
3_bin.16,3,Deep,3/06/14,1.747738,x,1803,69.58,0,0,1.935874348,210_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__
3_bin.17,3,Deep,3/06/14,2.663917,NODE_502_length_13491_cov_16.192709,2691,94.87,2.14,0,2.743246318,188_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA2110;s__
3_bin.18,3,Deep,3/06/14,1.582225,x,1785,54.47,3.46,75,1.902979501,200_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__
3_bin.19,3,Deep,3/06/14,1.455683,x,1651,62.86,4.36,0,1.507875887,190_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp000817085
3_bin.25,3,Deep,3/06/14,2.358688,x,2281,58.12,9.8,82.35,2.656706003,73_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__
3_bin.26,3,Deep,3/06/14,2.012923,NODE_264_length_18833_cov_13.626093,2240,79.65,8.97,14.29,2.208861467,11_2,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__
3_bin.27,3,Deep,3/06/14,1.211988,NODE_7377_length_3088_cov_29.069744,1111,67.97,0.62,33.33,3.705960223,21_3,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002457605
3_bin.3,3,Deep,3/06/14,1.789801,NODE_385_length_15362_cov_27.191953,1875,80.34,1.62,25,4.290204148,12_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__
3_bin.5,3,Deep,3/06/14,2.842404,x,3063,92.98,2.88,35.71,2.113597763,3_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A citreus
3_bin.6,3,Deep,3/06/14,1.681695,x,1764,69.85,1.96,44.44,2.772343248,148_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
3_bin.7,3,Deep,3/06/14,1.156596,x,1291,50.16,3.79,0,1.597301989,8_1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes
30_bin.1,30,SAW,18/12/15,1.416749,NODE_174_length_42873_cov_28.095920,1445,85.15,1.99,0,2.315066626,108_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__
30_bin.10,30,SAW,18/12/15,1.860087,x,1804,90.56,0.44,0,2.327300446,119_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__
30_bin.13,30,SAW,18/12/15,2.529839,x,2271,93.58,0,0,5.813099328,116_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
30_bin.17,30,SAW,18/12/15,1.799561,x,1735,84.73,0.72,50,0.496302922,45_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__
30_bin.21,30,SAW,18/12/15,1.16145,x,968,53.9,0,0,5.695542074,41_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
30_bin.3,30,SAW,18/12/15,3.57515,x,3509,94.55,2.77,8.33,1.804952415,129_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405
30_bin.32,30,SAW,18/12/15,1.367328,NODE_5368_length_5727_cov_6.648319,1363,61.46,0.8,0,0.475853277,32_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
30_bin.36,30,SAW,18/12/15,1.30115,x,1339,71.65,8.43,24.14,3.895973276,143_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__
30_bin.38,30,SAW,18/12/15,0.982082,x,1085,50.77,2.22,33.33,1.596385285,152_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
30_bin.4,30,SAW,18/12/15,2.348953,NODE_7_length_151671_cov_14.032745,1967,97.56,0,0,1.492918331,43_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002336085
30_bin.5,30,SAW,18/12/15,1.446095,NODE_20732_length_2765_cov_5.223214,1493,58.85,3.27,17.39,0.533899636,121_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__
30_bin.7,30,SAW,18/12/15,1.855928,x,1553,76.87,0,0,1.461334498,40_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp9513u
30_bin.8,30,SAW,18/12/15,1.877169,x,1591,85.67,0,0,1.917580973,35_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__
32_bin.11,32,STW,17/01/16,1.010746,x,1080,57.18,0.74,50,6.366361977,144_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__
32_bin.2,32,STW,17/01/16,1.261952,x,1336,53.01,4.32,9.68,1.763264219,111_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002457245
32_bin.6,32,STW,17/01/16,1.316279,NODE_1569_length_7377_cov_25.186301,1381,70.22,6.26,17.86,6.572903383,152_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__
32_bin.9,32,STW,17/01/16,1.663293,x,1684,65.08,2.28,22.22,1.872020666,116_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
33_bin.1,33,SAW,17/01/16,1.414485,x,1381,62.92,1.64,33.33,0.766433837,41_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
33_bin.13,33,SAW,17/01/16,1.294043,x,1313,51.72,0,0,0.613305427,43_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002336085
33_bin.15,33,SAW,17/01/16,2.402868,NODE_63_length_58913_cov_9.072422,2222,90.19,0.49,50,1.375411936,116_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
33_bin.18,33,SAW,17/01/16,1.998148,x,1838,100,8.78,17.65,1.611277984,97_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hel1-33-131;s__
33_bin.19,33,SAW,17/01/16,0.784101,x,846,50.45,0,0,8.092283591,144_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__
33_bin.2,33,SAW,17/01/16,1.667261,x,1612,92.29,0.44,0,3.81737077,119_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__
33_bin.23,33,SAW,17/01/16,1.791962,x,1629,84.86,1.21,12.5,3.755769063,96_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Hel1-33-131;s__
33_bin.24,33,SAW,17/01/16,3.731544,NODE_8146_length_4759_cov_12.538659,3686,95.47,1.57,0,2.19094607,129_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002336405
33_bin.26,33,SAW,17/01/16,1.234535,NODE_832_length_16420_cov_18.872055,1254,57.14,0.85,12.5,2.611649135,150_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
33_bin.28,33,SAW,17/01/16,2.217084,NODE_526_length_22154_cov_12.059292,2122,69.85,1.01,25,1.987372733,124_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__
33_bin.29,33,SAW,17/01/16,1.656229,NODE_64_length_58784_cov_15.238575,1532,93.18,0.72,100,2.371157282,70_2,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__BACL24;s__
33_bin.32,33,SAW,17/01/16,2.920374,NODE_1216_length_13197_cov_5.846037,2871,84.88,8.75,5.88,1.065804109,174_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002390555
33_bin.34,33,SAW,17/01/16,0.979326,x,1045,52.59,0,0,0.589287798,45_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__
33_bin.4,33,SAW,17/01/16,2.937707,NODE_1941_length_10051_cov_3.910969,2757,68.69,2.38,50,0.657861213,61_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
34_bin.10,34,Deep,17/01/16,2.24465,NODE_918_length_19396_cov_6.778353,2236,65.02,0,0,0.80402876,209_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__
34_bin.11,34,Deep,17/01/16,2.796894,NODE_5368_length_6409_cov_5.076279,2962,73,3.72,25,0.601270628,202_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__
34_bin.14,34,Deep,17/01/16,1.710819,NODE_988_length_18605_cov_15.110589,1719,84.99,1.88,0,1.396692729,51_1,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687;s__
34_bin.15,34,Deep,17/01/16,1.459049,NODE_454_length_30143_cov_33.033260,1495,71.98,0.74,0,3.525338246,148_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
34_bin.16,34,Deep,17/01/16,2.646148,x,2517,85.17,2.07,25,2.164130332,74_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1100;g__;s__
34_bin.19,34,Deep,17/01/16,2.128865,x,2041,62.07,1.72,100,0.865163218,116_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__
34_bin.20,34,Deep,17/01/16,3.241141,x,2925,93.4,3.52,6.67,1.041905039,195_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__
34_bin.21,34,Deep,17/01/16,1.760714,NODE_4937_length_6760_cov_8.227742,1598,81.09,2.8,25,0.706608424,19_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-P;s__
34_bin.24,34,Deep,17/01/16,1.990526,NODE_317_length_37061_cov_5.904472,2063,87.18,6.01,6.25,0.802108342,190_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp000817085
34_bin.25,34,Deep,17/01/16,1.845203,x,1862,57.96,3.78,100,3.416142708,52_1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002082305
34_bin.27,34,Deep,17/01/16,3.294796,x,2851,80.44,2.72,28.57,0.649540611,65_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__
34_bin.33,34,Deep,17/01/16,1.604916,x,1457,55.9,0,0,3.73001089,73_1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__
34_bin.34,34,Deep,17/01/16,1.253236,NODE_3856_length_7942_cov_6.432676,1185,68.53,0.8,100,1.037251703,29_2,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__
34_bin.36,34,Deep,17/01/16,3.137572,x,3062,86.89,3.39,28.57,1.030881467,201_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA11791;s__
34_bin.38,34,Deep,17/01/16,2.188533,NODE_830_length_20773_cov_14.287109,2148,89.81,2.14,0,2.117116743,10_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002699725
34_bin.39,34,Deep,17/01/16,2.632452,NODE_2705_length_9908_cov_17.585088,2526,69.82,1.22,0,2.796778909,199_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995
34_bin.4,34,Deep,17/01/16,1.471011,x,1526,92.44,8.87,5.88,3.864646624,108_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__Thioglobus;s__
34_bin.44,34,Deep,17/01/16,1.810609,NODE_21440_length_2607_cov_5.630040,2010,71.94,1.79,25,0.590629247,14_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__
34_bin.45,34,Deep,17/01/16,2.231742,NODE_757_length_21782_cov_7.164847,2204,94.79,3.85,0,1.195805987,191_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__;s__
34_bin.46,34,Deep,17/01/16,2.316081,x,2418,83.74,5.95,46.15,0.940803948,200_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__
34_bin.48,34,Deep,17/01/16,1.26082,NODE_294_length_38708_cov_14.267428,1149,75.69,0.8,100,1.688684333,21_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__
34_bin.49,34,Deep,17/01/16,1.382552,NODE_9_length_175653_cov_39.379050,1200,73.2,0,0,5.160640628,18_1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u
34_bin.5,34,Deep,17/01/16,1.148771,x,1210,52.31,2.64,75,0.56791028,210_1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__
34_bin.52,34,Deep,17/01/16,2.688019,NODE_367_length_34573_cov_10.515828,2645,98.72,2.14,0,1.530289849,188_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA2110;s__
35_bin.10,35,Neritic,14/03/16,3.920311,x,3175,97.45,1.02,50,1.076796993,62_2,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp000383735
35_bin.13,35,Neritic,14/03/16,1.27966,x,1432,51.74,3.35,16.67,0.284328702,106_0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__;s__
35_bin.21,35,Neritic,14/03/16,1.090346,x,1135,60.6,3.45,0,0.517109991,86_2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002862645
35_bin.23,35,Neritic,14/03/16,1.787387,x,1687,83.73,1.42,20,0.510926768,99_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__
35_bin.25,35,Neritic,14/03/16,1.868836,NODE_174_length_63097_cov_19.225341,1813,89.82,3.43,31.58,1.319414348,126_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__
35_bin.26,35,Neritic,14/03/16,1.136504,x,1222,51.19,0.56,0,0.970392468,151_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
35_bin.29,35,Neritic,14/03/16,2.579953,x,2628,89.74,3.42,20,0.430728389,186_1,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA9040;s__
35_bin.3,35,Neritic,14/03/16,1.622423,x,1686,51.72,6.9,100,4.157690399,184_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002683395
35_bin.30,35,Neritic,14/03/16,4.51795,NODE_644_length_33642_cov_5.244391,3687,92.87,1.25,0,0.467176683,55_1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__
35_bin.31,35,Neritic,14/03/16,1.496008,x,1403,90.02,0,0,1.633453847,101_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
35_bin.32,35,Neritic,14/03/16,1.441727,NODE_718_length_30664_cov_7.673979,1364,60.92,1.76,20,0.766870446,158_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__GCA-002728725;s__
35_bin.33,35,Neritic,14/03/16,2.60369,x,2545,66.03,5.68,33.33,0.626350926,123_0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp002698165
35_bin.38,35,Neritic,14/03/16,3.249005,NODE_124_length_73307_cov_10.714994,3090,90.22,2.3,16.67,0.844135903,130_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA12010;s__
35_bin.39,35,Neritic,14/03/16,2.808522,x,2892,80.53,1.59,33.33,0.444025955,129_2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002684375
35_bin.45,35,Neritic,14/03/16,2.244654,NODE_523_length_37766_cov_5.780864,2027,98.38,0.1,0,0.563505213,87_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__
35_bin.54,35,Neritic,14/03/16,0.530088,x,725,55.66,0,0,0.332795013,50_1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002690535
35_bin.55,35,Neritic,14/03/16,1.246012,NODE_2140_length_14773_cov_4.378879,1351,64.83,1.09,66.67,0.321809822,17_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA5951;s__
35_bin.59,35,Neritic,14/03/16,1.517834,NODE_836_length_28101_cov_14.498002,1457,84.94,0.55,25,1.423546557,86_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__
35_bin.60,35,Neritic,14/03/16,2.812427,NODE_184_length_61563_cov_11.002440,2682,88.89,3.01,0,0.965822451,178_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002704225
35_bin.61,35,Neritic,14/03/16,1.77464,x,1678,93.45,1.21,33.33,0.527568537,81_3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__
35_bin.62,35,Neritic,14/03/16,2.12211,x,2083,91.46,2.13,20,1.974586238,134_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__Amylibacter_A sp900197625
35_bin.67,35,Neritic,14/03/16,1.363838,NODE_745_length_29919_cov_41.622780,1374,86.98,0.43,0,2.580967974,136_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__MED-G09;s__MED-G09 sp002704345
35_bin.7,35,Neritic,14/03/16,2.014747,x,2165,80.68,0.84,16.67,0.357776882,182_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
35_bin.71,35,Neritic,14/03/16,1.1883,x,1201,50.34,1.72,100,0.946297386,127_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__
35_bin.9,35,Neritic,14/03/16,2.898705,x,2795,97.73,0.15,0,1.679849145,79_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp001642945
36_bin.1,36,Neritic,14/03/16,0.806367,x,1090,65.46,0,0,0.254169977,50_1,d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002690535
36_bin.11,36,Neritic,14/03/16,3.653708,x,2987,95.47,0,0,0.755641955,62_2,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp000383735
36_bin.15,36,Neritic,14/03/16,3.168668,NODE_132_length_87230_cov_17.132927,2968,89.89,0.9,16.67,0.754367543,130_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA12010;s__
36_bin.17,36,Neritic,14/03/16,2.690973,x,2673,83.79,1.72,0,0.299825943,182_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
36_bin.18,36,Neritic,14/03/16,2.062413,x,2108,59.25,0,0,0.413427865,131_2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina temperata
36_bin.22,36,Neritic,14/03/16,1.514083,x,1451,85.72,0.17,100,1.268888681,86_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__
36_bin.26,36,Neritic,14/03/16,1.503362,x,1376,62.07,0,0,2.328297583,80_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas undina
36_bin.34,36,Neritic,14/03/16,1.261961,NODE_2960_length_13811_cov_4.807339,1340,67.68,0.55,50,0.204888852,17_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA5951;s__
36_bin.35,36,Neritic,14/03/16,2.385077,x,2256,97.93,6.84,47.83,0.883903129,180_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
36_bin.38,36,Neritic,14/03/16,1.938927,NODE_1270_length_24594_cov_15.784639,1764,99.46,0,0,0.788066867,81_3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__
36_bin.39,36,Neritic,14/03/16,1.719991,x,1594,78.16,6.95,7.27,1.329517231,101_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
36_bin.40,36,Neritic,14/03/16,1.138592,x,1206,71.07,7.95,16.05,0.354105412,151_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
36_bin.41,36,Neritic,14/03/16,1.914016,NODE_324_length_54972_cov_8.709992,1742,97.41,8.21,4.35,0.497594775,99_1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__
36_bin.46,36,Neritic,14/03/16,2.145434,x,1992,61.26,1.02,100,0.281731515,62_4,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002420315
36_bin.48,36,Neritic,14/03/16,0.861875,x,903,52.16,2.09,90,0.476294898,86_2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002862645
36_bin.5,36,Neritic,14/03/16,1.774864,x,1788,51.72,0,0,3.991344919,184_2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002683395
36_bin.50,36,Neritic,14/03/16,1.867284,NODE_157_length_80434_cov_12.423361,1756,69.83,0,0,0.633747295,158_1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__GCA-002728725;s__
36_bin.55,36,Neritic,14/03/16,1.837325,NODE_75_length_112108_cov_31.008319,1779,91.68,0.65,0,1.352543651,126_1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__
36_bin.59,36,Neritic,14/03/16,3.246444,x,3270,90.92,0.8,11.11,0.325838022,129_2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002684375
