Watermass,Completeness,Phylum,Gene,Category,Counts
STW,73.27,Proteobacteria,Sdha_FrdA,Respiration,1
STW,88.64,Proteobacteria,Sdha_FrdA,Respiration,1
STW,70.31,Proteobacteria,Sdha_FrdA,Respiration,1
STW,85.36,Verrucomicrobiota,Sdha_FrdA,Respiration,1
SAW,96.37,Verrucomicrobiota,Sdha_FrdA,Respiration,1
SAW,90.48,Verrucomicrobiota,Sdha_FrdA,Respiration,1
SAW,51.94,Crenarchaeota,Sdha_FrdA,Respiration,1
SAW,65.19,Crenarchaeota,Sdha_FrdA,Respiration,0
STW,83.17,Crenarchaeota,Sdha_FrdA,Respiration,1
STW,86.8,Thermoplasmatota,Sdha_FrdA,Respiration,1
SAW,70.8,Thermoplasmatota,Sdha_FrdA,Respiration,1
SAW,70.48,Thermoplasmatota,Sdha_FrdA,Respiration,1
Deep,85.6,Thermoplasmatota,Sdha_FrdA,Respiration,1
SAW,83.73,Thermoplasmatota,Sdha_FrdA,Respiration,1
STW,51.15,Thermoplasmatota,Sdha_FrdA,Respiration,0
STW,68.3,Thermoplasmatota,Sdha_FrdA,Respiration,1
Deep,60.75,Thermoplasmatota,Sdha_FrdA,Respiration,1
Deep,67.49,Acidobacteriota,Sdha_FrdA,Respiration,1
Deep,50.41,Acidobacteriota,Sdha_FrdA,Respiration,0
Deep,79.46,Acidobacteriota,Sdha_FrdA,Respiration,1
STW,93.23,Actinobacteriota,Sdha_FrdA,Respiration,1
Deep,78.67,Actinobacteriota,Sdha_FrdA,Respiration,1
Deep,94.1,Actinobacteriota,Sdha_FrdA,Respiration,1
Deep,73.82,Actinobacteriota,Sdha_FrdA,Respiration,1
STW,93.59,Actinobacteriota,Sdha_FrdA,Respiration,1
Deep,96.15,Actinobacteriota,Sdha_FrdA,Respiration,1
SAW,75.93,Actinobacteriota,Sdha_FrdA,Respiration,1
STW,84.43,Bacteroidota,Sdha_FrdA,Respiration,1
Deep,50.23,Chloroflexota,Sdha_FrdA,Respiration,1
Deep,55.22,Chloroflexota,Sdha_FrdA,Respiration,0
Deep,90.54,Chloroflexota,Sdha_FrdA,Respiration,1
SAW,90.42,Cyanobacteria,Sdha_FrdA,Respiration,1
SAW,93.21,Cyanobacteria,Sdha_FrdA,Respiration,0
STW,84.45,Gemmatimonadota,Sdha_FrdA,Respiration,1
Deep,64.78,Nitrospinota,Sdha_FrdA,Respiration,0
SAW,96.29,Planctomycetota,Sdha_FrdA,Respiration,1
Deep,95.56,Planctomycetota,Sdha_FrdA,Respiration,1
SAW,95.26,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,90.43,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,90.71,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,98.28,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,85.93,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,72.5,Proteobacteria,Sdha_FrdA,Respiration,0
SAW,64.66,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,89.66,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,53.21,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,56.52,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,96.49,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,78.05,Proteobacteria,Sdha_FrdA,Respiration,0
Deep,62.02,Proteobacteria,Sdha_FrdA,Respiration,0
STW,65.95,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,92.24,SAR324,Sdha_FrdA,Respiration,1
Deep,59.13,SAR324,Sdha_FrdA,Respiration,0
Deep,94.36,Verrucomicrobiota,Sdha_FrdA,Respiration,1
SAW,82.63,Verrucomicrobiota,Sdha_FrdA,Respiration,1
Deep,81.24,Verrucomicrobiota,Sdha_FrdA,Respiration,0
SAW,84.62,Verrucomicrobiota,Sdha_FrdA,Respiration,1
STW,81.97,Verrucomicrobiota,Sdha_FrdA,Respiration,1
SAW,97.94,Verrucomicrobiota,Sdha_FrdA,Respiration,1
Deep,97.22,Verrucomicrobiota,Sdha_FrdA,Respiration,1
STW,91.75,Crenarchaeota,Sdha_FrdA,Respiration,1
SAW,63.66,Thermoplasmatota,Sdha_FrdA,Respiration,0
SAW,52.22,Thermoplasmatota,Sdha_FrdA,Respiration,1
Deep,70,Thermoplasmatota,Sdha_FrdA,Respiration,1
SAW,54.4,Thermoplasmatota,Sdha_FrdA,Respiration,1
STW,72.13,Thermoplasmatota,Sdha_FrdA,Respiration,1
Deep,60.09,Thermoplasmatota,Sdha_FrdA,Respiration,0
Deep,87.07,Acidobacteriota,Sdha_FrdA,Respiration,1
Deep,87.07,Actinobacteriota,Sdha_FrdA,Respiration,1
Deep,93.59,Actinobacteriota,Sdha_FrdA,Respiration,1
Deep,51.8,Actinobacteriota,Sdha_FrdA,Respiration,0
SAW,61.21,Bacteroidota,Sdha_FrdA,Respiration,0
SAW,83.61,Bacteroidota,Sdha_FrdA,Respiration,1
SAW,67.24,Bacteroidota,Sdha_FrdA,Respiration,1
Deep,83.87,Chloroflexota,Sdha_FrdA,Respiration,1
SAW,89.99,Cyanobacteria,Sdha_FrdA,Respiration,0
SAW,94.34,Cyanobacteria,Sdha_FrdA,Respiration,0
Deep,78.14,Gemmatimonadota,Sdha_FrdA,Respiration,1
Deep,50.34,Nitrospinota,Sdha_FrdA,Respiration,1
Deep,69.52,Planctomycetota,Sdha_FrdA,Respiration,0
SAW,56.58,Proteobacteria,Sdha_FrdA,Respiration,1
SAW,87.07,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,96.65,Proteobacteria,Sdha_FrdA,Respiration,1
Deep,60.14,Proteobacteria,Sdha_FrdA,Respiration,0
Deep,77.26,SAR324,Sdha_FrdA,Respiration,1
Deep,90.26,Verrucomicrobiota,Sdha_FrdA,Respiration,1
SAW,60.57,Verrucomicrobiota,Sdha_FrdA,Respiration,0
Deep,87.05,Verrucomicrobiota,Sdha_FrdA,Respiration,1
Deep,96.2,Verrucomicrobiota,Sdha_FrdA,Respiration,0
SAW,82.54,Verrucomicrobiota,Sdha_FrdA,Respiration,1
STW,82.56,Crenarchaeota,DsrA,Sulfur cycle,0
STW,76.4,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,67.41,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,82,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,56.79,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,71.96,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,67.97,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,62.86,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,79.65,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,80.34,Actinobacteriota,DsrA,Sulfur cycle,0
STW,93.59,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,94.87,Actinobacteriota,DsrA,Sulfur cycle,0
STW,64.8,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,50.16,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,69.58,Chloroflexota,DsrA,Sulfur cycle,0
Deep,56.09,Chloroflexota,DsrA,Sulfur cycle,0
SAW,71.08,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,88.86,Cyanobacteria,DsrA,Sulfur cycle,0
STW,60.11,Gemmatimonadota,DsrA,Sulfur cycle,0
STW,62.63,Proteobacteria,DsrA,Sulfur cycle,0
SAW,59.33,Proteobacteria,DsrA,Sulfur cycle,0
Deep,92.98,Proteobacteria,DsrA,Sulfur cycle,0
Deep,64.8,Proteobacteria,DsrA,Sulfur cycle,0
STW,83.65,Proteobacteria,DsrA,Sulfur cycle,0
Deep,69.85,Proteobacteria,DsrA,Sulfur cycle,0
SAW,60.99,Proteobacteria,DsrA,Sulfur cycle,0
SAW,53.64,Proteobacteria,DsrA,Sulfur cycle,0
Deep,87.1,Proteobacteria,DsrA,Sulfur cycle,0
Deep,94.41,Proteobacteria,DsrA,Sulfur cycle,1
Deep,54.47,Proteobacteria,DsrA,Sulfur cycle,0
STW,79.32,Proteobacteria,DsrA,Sulfur cycle,1
STW,73.9,Proteobacteria,DsrA,Sulfur cycle,1
STW,66.38,Proteobacteria,DsrA,Sulfur cycle,0
Deep,58.12,Verrucomicrobiota,DsrA,Sulfur cycle,0
STW,53.76,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,93.4,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,57.3,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,58.12,Crenarchaeota,DsrA,Sulfur cycle,0
STW,83.2,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,62.04,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,77.81,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,80.74,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,67.62,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,93.03,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,74.64,Planctomycetota,DsrA,Sulfur cycle,0
SAW,51.87,Proteobacteria,DsrA,Sulfur cycle,0
SAW,75.72,Proteobacteria,DsrA,Sulfur cycle,0
SAW,68.69,Proteobacteria,DsrA,Sulfur cycle,0
SAW,70.2,SAR324,DsrA,Sulfur cycle,0
SAW,90.86,Bacteroidota,DsrA,Sulfur cycle,0
SAW,81.05,Bacteroidota,DsrA,Sulfur cycle,0
SAW,60.34,Proteobacteria,DsrA,Sulfur cycle,0
SAW,88.32,Proteobacteria,DsrA,Sulfur cycle,0
SAW,77.09,Proteobacteria,DsrA,Sulfur cycle,0
SAW,87.5,Proteobacteria,DsrA,Sulfur cycle,0
SAW,55.01,Proteobacteria,DsrA,Sulfur cycle,0
SAW,57.52,Proteobacteria,DsrA,Sulfur cycle,0
SAW,94.61,Proteobacteria,DsrA,Sulfur cycle,0
SAW,77.3,Proteobacteria,DsrA,Sulfur cycle,0
SAW,94.88,Proteobacteria,DsrA,Sulfur cycle,0
SAW,59.11,Proteobacteria,DsrA,Sulfur cycle,0
SAW,53.89,Proteobacteria,DsrA,Sulfur cycle,0
STW,96.12,Crenarchaeota,DsrA,Sulfur cycle,0
Deep,57.83,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,66,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,51.76,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,86.39,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,63.79,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,95.3,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,89.34,Actinobacteriota,DsrA,Sulfur cycle,0
STW,88.17,Bacteroidota,DsrA,Sulfur cycle,0
STW,92.28,Bacteroidota,DsrA,Sulfur cycle,0
SAW,89.48,Bacteroidota,DsrA,Sulfur cycle,0
SAW,80.09,Bacteroidota,DsrA,Sulfur cycle,0
SAW,69.12,Bacteroidota,DsrA,Sulfur cycle,0
SAW,71.96,Bacteroidota,DsrA,Sulfur cycle,0
SAW,53.49,Bacteroidota,DsrA,Sulfur cycle,0
Deep,55.18,Chloroflexota,DsrA,Sulfur cycle,0
STW,60.91,Cyanobacteria,DsrA,Sulfur cycle,0
STW,55.91,Planctomycetota,DsrA,Sulfur cycle,0
STW,57.94,Proteobacteria,DsrA,Sulfur cycle,0
SAW,53.23,Proteobacteria,DsrA,Sulfur cycle,0
Deep,76.71,Proteobacteria,DsrA,Sulfur cycle,0
SAW,80.26,Proteobacteria,DsrA,Sulfur cycle,0
SAW,77.9,Proteobacteria,DsrA,Sulfur cycle,0
STW,78.33,Proteobacteria,DsrA,Sulfur cycle,0
STW,85.24,Proteobacteria,DsrA,Sulfur cycle,0
SAW,72.15,Proteobacteria,DsrA,Sulfur cycle,0
Deep,87.45,Proteobacteria,DsrA,Sulfur cycle,0
SAW,59.65,Proteobacteria,DsrA,Sulfur cycle,0
Deep,94.58,Proteobacteria,DsrA,Sulfur cycle,0
SAW,90.93,Proteobacteria,DsrA,Sulfur cycle,0
Deep,87.22,Proteobacteria,DsrA,Sulfur cycle,0
SAW,66.74,Proteobacteria,DsrA,Sulfur cycle,0
SAW,88.77,Proteobacteria,DsrA,Sulfur cycle,0
STW,56.37,Proteobacteria,DsrA,Sulfur cycle,0
SAW,66.85,Proteobacteria,DsrA,Sulfur cycle,0
Deep,97.1,Proteobacteria,DsrA,Sulfur cycle,1
Deep,84.35,SAR324,DsrA,Sulfur cycle,0
Deep,62.39,SAR324,DsrA,Sulfur cycle,0
Deep,54.8,Verrucomicrobiota,DsrA,Sulfur cycle,0
Deep,67.87,Verrucomicrobiota,DsrA,Sulfur cycle,0
Deep,63.92,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,96.57,Verrucomicrobiota,DsrA,Sulfur cycle,0
STW,92.36,Verrucomicrobiota,DsrA,Sulfur cycle,0
STW,81.07,Crenarchaeota,DsrA,Sulfur cycle,0
SAW,59.69,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,96.58,Actinobacteriota,DsrA,Sulfur cycle,0
STW,82.88,Actinobacteriota,DsrA,Sulfur cycle,0
STW,68.06,Bacteroidota,DsrA,Sulfur cycle,0
SAW,89.54,Cyanobacteria,DsrA,Sulfur cycle,0
STW,74.84,Proteobacteria,DsrA,Sulfur cycle,0
SAW,54.27,Proteobacteria,DsrA,Sulfur cycle,0
SAW,75.75,Proteobacteria,DsrA,Sulfur cycle,0
STW,64.04,Proteobacteria,DsrA,Sulfur cycle,0
STW,81.18,Proteobacteria,DsrA,Sulfur cycle,0
STW,75.7,Proteobacteria,DsrA,Sulfur cycle,0
SAW,68.49,Proteobacteria,DsrA,Sulfur cycle,0
STW,53.27,Proteobacteria,DsrA,Sulfur cycle,0
SAW,92.72,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,90.95,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,55.25,Crenarchaeota,DsrA,Sulfur cycle,0
NW,91.78,Crenarchaeota,DsrA,Sulfur cycle,0
NW,84,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,75.6,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,75.14,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,73.6,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,66.55,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,80.84,Thermoplasmatota,DsrA,Sulfur cycle,0
Front,85.33,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,80.53,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,63.73,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,85.33,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,83.67,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,62.51,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,53.96,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,86.97,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,91.52,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,87.26,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,66.81,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,97.76,Actinobacteriota,DsrA,Sulfur cycle,0
NW,75.54,Bacteroidota,DsrA,Sulfur cycle,0
NW,91.64,Bacteroidota,DsrA,Sulfur cycle,0
NW,83.97,Bacteroidota,DsrA,Sulfur cycle,0
NW,89.73,Bacteroidota,DsrA,Sulfur cycle,0
NW,52.63,Bacteroidota,DsrA,Sulfur cycle,0
NW,77.38,Bacteroidota,DsrA,Sulfur cycle,0
NW,62.53,Bacteroidota,DsrA,Sulfur cycle,0
Deep,51.4,Chloroflexota,DsrA,Sulfur cycle,0
Deep,53.8,Chloroflexota,DsrA,Sulfur cycle,0
Deep,88.94,Chloroflexota,DsrA,Sulfur cycle,0
SAW,69.66,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,89.76,Cyanobacteria,DsrA,Sulfur cycle,0
Front,85.01,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,90.9,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,92.3,Cyanobacteria,DsrA,Sulfur cycle,0
SAW,91.85,Cyanobacteria,DsrA,Sulfur cycle,0
Deep,83.39,Gemmatimonadota,DsrA,Sulfur cycle,0
NW,80.17,Proteobacteria,DsrA,Sulfur cycle,0
NW,69.3,Proteobacteria,DsrA,Sulfur cycle,0
NW,68.56,Proteobacteria,DsrA,Sulfur cycle,0
NW,93.65,Proteobacteria,DsrA,Sulfur cycle,0
SAW,71.82,Proteobacteria,DsrA,Sulfur cycle,0
SAW,68.18,Proteobacteria,DsrA,Sulfur cycle,0
NW,83.45,Proteobacteria,DsrA,Sulfur cycle,0
NW,93.46,Proteobacteria,DsrA,Sulfur cycle,0
NW,90.85,Proteobacteria,DsrA,Sulfur cycle,0
Front,71.35,Proteobacteria,DsrA,Sulfur cycle,0
STW,51.63,Proteobacteria,DsrA,Sulfur cycle,0
NW,69.42,Proteobacteria,DsrA,Sulfur cycle,0
Front,73.01,Proteobacteria,DsrA,Sulfur cycle,0
SAW,63.05,Proteobacteria,DsrA,Sulfur cycle,0
NW,72.82,Proteobacteria,DsrA,Sulfur cycle,0
STW,67.67,Proteobacteria,DsrA,Sulfur cycle,1
STW,51.49,Proteobacteria,DsrA,Sulfur cycle,1
Deep,97.87,Proteobacteria,DsrA,Sulfur cycle,1
Deep,78.88,Proteobacteria,DsrA,Sulfur cycle,1
SAW,81.57,Proteobacteria,DsrA,Sulfur cycle,0
SAW,70.73,Proteobacteria,DsrA,Sulfur cycle,1
Deep,56.58,Proteobacteria,DsrA,Sulfur cycle,0
Front,76.6,SAR324,DsrA,Sulfur cycle,0
SAW,73.38,SAR324,DsrA,Sulfur cycle,0
SAW,90.58,SAR324,DsrA,Sulfur cycle,0
SAW,66.55,SAR324,DsrA,Sulfur cycle,0
Deep,77.34,SAR324,DsrA,Sulfur cycle,0
Deep,82.64,Verrucomicrobiota,DsrA,Sulfur cycle,0
Deep,77.8,Verrucomicrobiota,DsrA,Sulfur cycle,0
Front,71.9,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,76.76,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,71.73,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,83.77,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,82.07,Verrucomicrobiota,DsrA,Sulfur cycle,0
Deep,68.4,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,67.87,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,82.4,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,71.78,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,75.75,Acidobacteriota,DsrA,Sulfur cycle,0
Deep,91.95,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,92.01,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,90.6,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,98.72,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,81.8,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,82.33,Bacteroidota,DsrA,Sulfur cycle,0
STW,78.99,Bacteroidota,DsrA,Sulfur cycle,0
STW,92.15,Bacteroidota,DsrA,Sulfur cycle,0
STW,89.77,Bacteroidota,DsrA,Sulfur cycle,0
SAW,71.55,Bacteroidota,DsrA,Sulfur cycle,0
Deep,89.57,Chloroflexota,DsrA,Sulfur cycle,0
Deep,89.77,Chloroflexota,DsrA,Sulfur cycle,0
Deep,80.94,Chloroflexota,DsrA,Sulfur cycle,0
SAW,69.29,Cyanobacteria,DsrA,Sulfur cycle,0
STW,63.41,Cyanobacteria,DsrA,Sulfur cycle,0
Deep,94.44,Gemmatimonadota,DsrA,Sulfur cycle,0
Deep,59.64,Myxococcota,DsrA,Sulfur cycle,0
Deep,62.75,Myxococcota,DsrA,Sulfur cycle,0
Deep,84.46,Nitrospinota,DsrA,Sulfur cycle,0
Deep,60.72,Planctomycetota,DsrA,Sulfur cycle,0
Deep,74.5,Planctomycetota,DsrA,Sulfur cycle,0
STW,89.6,Proteobacteria,DsrA,Sulfur cycle,0
STW,95.75,Proteobacteria,DsrA,Sulfur cycle,0
STW,98.35,Proteobacteria,DsrA,Sulfur cycle,0
STW,92.15,Proteobacteria,DsrA,Sulfur cycle,0
Deep,51.72,Proteobacteria,DsrA,Sulfur cycle,0
Deep,59.14,Proteobacteria,DsrA,Sulfur cycle,0
Deep,60.69,Proteobacteria,DsrA,Sulfur cycle,0
STW,84.64,Proteobacteria,DsrA,Sulfur cycle,0
STW,75.15,Proteobacteria,DsrA,Sulfur cycle,0
Deep,96.55,Proteobacteria,DsrA,Sulfur cycle,0
Deep,91.54,Proteobacteria,DsrA,Sulfur cycle,0
SAW,93.7,Proteobacteria,DsrA,Sulfur cycle,0
STW,53.45,Proteobacteria,DsrA,Sulfur cycle,0
Deep,69.08,Proteobacteria,DsrA,Sulfur cycle,0
SAW,71.97,Proteobacteria,DsrA,Sulfur cycle,0
Deep,95.5,Proteobacteria,DsrA,Sulfur cycle,0
Deep,97.1,Proteobacteria,DsrA,Sulfur cycle,1
Deep,91.31,Proteobacteria,DsrA,Sulfur cycle,1
Deep,85.97,Proteobacteria,DsrA,Sulfur cycle,1
STW,58.03,Proteobacteria,DsrA,Sulfur cycle,1
Deep,52.45,SAR324,DsrA,Sulfur cycle,0
Deep,83.1,Verrucomicrobiota,DsrA,Sulfur cycle,0
Deep,81.82,Verrucomicrobiota,DsrA,Sulfur cycle,0
Deep,96.68,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,61.46,Thermoplasmatota,DsrA,Sulfur cycle,0
Front,74.03,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,82.4,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,80.34,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,81.21,Thermoplasmatota,DsrA,Sulfur cycle,0
Front,84,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,77.56,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,84,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,81.33,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,53.9,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,78.85,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,76.87,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,61.6,Thermoplasmatota,DsrA,Sulfur cycle,0
SAW,85.67,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,54.5,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,58.01,Thermoplasmatota,DsrA,Sulfur cycle,0
STW,65.43,Bacteroidota,DsrA,Sulfur cycle,0
STW,78.26,Bacteroidota,DsrA,Sulfur cycle,0
STW,64.06,Bacteroidota,DsrA,Sulfur cycle,0
SAW,72.94,Bacteroidota,DsrA,Sulfur cycle,0
Front,52.74,Bacteroidota,DsrA,Sulfur cycle,0
SAW,57.89,Bacteroidota,DsrA,Sulfur cycle,0
Front,87.08,Bacteroidota,DsrA,Sulfur cycle,0
STW,91.79,Bacteroidota,DsrA,Sulfur cycle,0
STW,56.73,Bacteroidota,DsrA,Sulfur cycle,0
STW,56.11,Bacteroidota,DsrA,Sulfur cycle,0
STW,54.98,Bacteroidota,DsrA,Sulfur cycle,0
SAW,54.61,Bacteroidota,DsrA,Sulfur cycle,0
SAW,97.04,Bacteroidota,DsrA,Sulfur cycle,0
SAW,97.56,Bacteroidota,DsrA,Sulfur cycle,0
SAW,77.7,Bacteroidota,DsrA,Sulfur cycle,0
SAW,84.73,Bacteroidota,DsrA,Sulfur cycle,0
STW,97.58,Bacteroidota,DsrA,Sulfur cycle,0
STW,90.84,Bacteroidota,DsrA,Sulfur cycle,0
Front,93.97,Bacteroidota,DsrA,Sulfur cycle,0
SAW,73.39,Bacteroidota,DsrA,Sulfur cycle,0
SAW,72.54,Cyanobacteria,DsrA,Sulfur cycle,0
STW,51.72,Proteobacteria,DsrA,Sulfur cycle,0
Front,69.12,Proteobacteria,DsrA,Sulfur cycle,0
SAW,71,Proteobacteria,DsrA,Sulfur cycle,0
SAW,88.47,Proteobacteria,DsrA,Sulfur cycle,0
SAW,93.74,Proteobacteria,DsrA,Sulfur cycle,0
SAW,90.56,Proteobacteria,DsrA,Sulfur cycle,0
SAW,87.68,Proteobacteria,DsrA,Sulfur cycle,0
STW,91.13,Proteobacteria,DsrA,Sulfur cycle,0
SAW,58.85,Proteobacteria,DsrA,Sulfur cycle,0
SAW,81.55,Proteobacteria,DsrA,Sulfur cycle,0
STW,93.06,Proteobacteria,DsrA,Sulfur cycle,0
SAW,95.48,Proteobacteria,DsrA,Sulfur cycle,0
SAW,94.55,Proteobacteria,DsrA,Sulfur cycle,0
STW,91.48,Proteobacteria,DsrA,Sulfur cycle,0
STW,73.6,Proteobacteria,DsrA,Sulfur cycle,0
STW,56.03,Proteobacteria,DsrA,Sulfur cycle,0
STW,98.07,Proteobacteria,DsrA,Sulfur cycle,0
STW,75.86,Proteobacteria,DsrA,Sulfur cycle,0
Front,97.41,Proteobacteria,DsrA,Sulfur cycle,0
SAW,91.91,Proteobacteria,DsrA,Sulfur cycle,0
STW,91.54,Proteobacteria,DsrA,Sulfur cycle,0
Front,80.17,Proteobacteria,DsrA,Sulfur cycle,0
SAW,92.78,Proteobacteria,DsrA,Sulfur cycle,0
SAW,92.9,Proteobacteria,DsrA,Sulfur cycle,0
SAW,93.77,Proteobacteria,DsrA,Sulfur cycle,0
SAW,93.58,Proteobacteria,DsrA,Sulfur cycle,0
STW,91.17,Proteobacteria,DsrA,Sulfur cycle,0
SAW,82.99,Proteobacteria,DsrA,Sulfur cycle,0
STW,87.7,Proteobacteria,DsrA,Sulfur cycle,0
STW,61.21,Proteobacteria,DsrA,Sulfur cycle,0
Front,75.34,Proteobacteria,DsrA,Sulfur cycle,0
SAW,64.75,Proteobacteria,DsrA,Sulfur cycle,0
SAW,53.78,Proteobacteria,DsrA,Sulfur cycle,0
SAW,80.84,Proteobacteria,DsrA,Sulfur cycle,0
SAW,71.65,Proteobacteria,DsrA,Sulfur cycle,0
SAW,50.77,Proteobacteria,DsrA,Sulfur cycle,0
STW,53.34,Proteobacteria,DsrA,Sulfur cycle,0
Front,57.05,Proteobacteria,DsrA,Sulfur cycle,0
SAW,58.91,Proteobacteria,DsrA,Sulfur cycle,0
SAW,51.01,Proteobacteria,DsrA,Sulfur cycle,0
SAW,52.95,Proteobacteria,DsrA,Sulfur cycle,0
STW,51.06,Proteobacteria,DsrA,Sulfur cycle,0
Front,67.17,Proteobacteria,DsrA,Sulfur cycle,0
SAW,67.72,Proteobacteria,DsrA,Sulfur cycle,0
SAW,70.54,Proteobacteria,DsrA,Sulfur cycle,0
SAW,89.66,Proteobacteria,DsrA,Sulfur cycle,0
SAW,54.04,Proteobacteria,DsrA,Sulfur cycle,0
SAW,58.28,Proteobacteria,DsrA,Sulfur cycle,0
SAW,85.15,Proteobacteria,DsrA,Sulfur cycle,0
Front,68.19,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,94.26,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,50.07,Verrucomicrobiota,DsrA,Sulfur cycle,0
SAW,62.92,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,73.2,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,68.53,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,81.09,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,75.69,Thermoplasmatota,DsrA,Sulfur cycle,0
Deep,87.18,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,89.81,Actinobacteriota,DsrA,Sulfur cycle,0
Deep,71.94,Actinobacteriota,DsrA,Sulfur cycle,0
